영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점
정글 크루즈,월트디즈니컴퍼니코리아 유한책임회사,2021,7,831.0,188.0,액션,12세이상관람가,7.39,6.75
숏버스 섬뜩행,"언더식스티,(주)퍼니콘",2021,10,13.0,187.0,드라마,15세이상관람가,6.9,6.5
사제로부터 온 편지,(주)드림팩트엔터테인먼트,2021,8,4.0,168.0,다큐멘터리,전체관람가,6.79,5.5
센코롤 커넥트,(주)미디어캐슬,2021,10,5.0,165.0,애니메이션,12세이상관람가,6.87,5.0
피치 오브 타임 극장판,"한양제작소,(주)리틀빅픽쳐스",2021,10,5.0,158.0,멜로/로맨스,12세이상관람가,8.35,
창극 패왕별희,(주)케빈앤컴퍼니,2021,9,15.0,141.0,공연,전체관람가,,7.5
로빈의 소원,(주)까멜리아이엔티,2021,9,19.0,138.0,다큐멘터리,전체관람가,7.61,6.67
그대 너머에,농부영화사,2021,9,12.0,135.0,멜로/로맨스,전체관람가,7.66,4.0
스쿨 아웃 포에버,(주)영화사오원,2021,9,12.0,125.0,코미디,청소년관람불가,7.35,4.5
스티브 맥퀸: 더 맨 앤 르망,(주)영화사오원,2021,10,15.0,104.0,다큐멘터리,12세이상관람가,5.81,4.0
메이드 인 아메리카,주식회사 더쿱,2021,10,5.0,100.0,다큐멘터리,12세이상관람가,8.7,6.67
비하인드 유,(주)액티버스엔터테인먼트,2021,10,5.0,100.0,공포(호러),15세이상관람가,6.47,5.0
테이크 백,(주)제이에이와이이엔터테인먼트,2021,10,5.0,100.0,액션,15세이상관람가,7.84,7.0
바쿠라우,(주)영화사 진진,2021,9,25.0,88.0,미스터리,청소년관람불가,9.79,
슈퍼문,예지림엔터테인먼트,2021,9,200.0,77.0,애니메이션,전체관람가,7.8,6.0
무림신검,(유)조이앤시네마,2021,10,5.0,60.0,액션,12세이상관람가,8.53,8.4
미씽: 사라진 딸,(주)제이브로,2021,9,5.0,60.0,스릴러,15세이상관람가,8.63,4.5
스코치드 어스: 분노의 추격자,(주)스튜디오디에이치엘,2021,9,5.0,60.0,액션,15세이상관람가,8.53,6.0
양방언과 국립국악관현악단-인투 더 라이트,(주)케빈앤컴퍼니,2021,10,12.0,52.0,공연,전체관람가,9.2,
리스펙트,유니버설픽쳐스인터내셔널 코리아(유),2021,9,119.0,39.0,드라마,12세이상관람가,3.57,1.5
꿈꾸는 고양이,아이 엠,2021,9,19.0,38.0,다큐멘터리,전체관람가,8.34,6.0
상견니 대만판 13화,오드,2021,9,88.0,38.0,드라마,12세이상관람가,8.8,8.43
손오공-대몽서유기,(유)조이앤시네마,2021,10,5.0,38.0,액션,15세이상관람가,7.46,6.0
맨 인 더 다크 2,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021,9,248.0,37.0,공포(호러),청소년관람불가,7.2,5.0
천녀유혼: 귀애도,(유)조이앤시네마,2021,10,5.0,36.0,기타,15세이상관람가,8.0,6.5
내가 날 부를 때,(주)영화특별시에스엠씨,2021,9,97.0,32.0,드라마,12세이상관람가,6.63,5.0
아담,시네마 뉴원,2021,8,29.0,32.0,드라마,12세이상관람가,9.66,
기문마계,(유)조이앤시네마,2021,10,5.0,30.0,판타지,15세이상관람가,8.0,6.0
금의위-명조자객,(유)조이앤시네마,2021,9,8.0,24.0,액션,15세이상관람가,8.5,
남색대문,오드,2021,8,79.0,23.0,드라마,12세이상관람가,7.41,7.0
그녀의 가족은 잘못이 없어,이상우필름,2021,10,2.0,22.0,기타,15세이상관람가,7.47,6.0
마계대전,(유)조이앤시네마,2021,9,4.0,22.0,드라마,15세이상관람가,8.92,7.29
도신-지존천하,(유)조이앤시네마,2021,10,5.0,20.0,기타,15세이상관람가,8.77,
숏버스 감성행,"언더식스티,(주)퍼니콘",2021,8,14.0,19.0,멜로/로맨스,12세이상관람가,,
박강아름 결혼하다,(주)영화사 진진,2021,8,32.0,18.0,다큐멘터리,전체관람가,8.2,7.0
올리버 색스: 그의 생애,하준사,2021,8,9.0,18.0,다큐멘터리,12세이상관람가,5.75,6.33
신용문 무림,(유)조이앤시네마,2021,10,5.0,14.0,액션,15세이상관람가,9.25,7.67
언더그라운드,(주)시네마달,2021,8,19.0,13.0,다큐멘터리,12세이상관람가,,
크레센도,(주)티캐스트,2021,6,57.0,13.0,드라마,12세이상관람가,6.48,
인트로덕션,"(주)영화제작전원사 ,(주)콘텐츠판다",2021,5,91.0,10.0,기타,12세이상관람가,8.56,6.33
트립 투 그리스,"찬란,하이, 스트레인저",2021,7,48.0,7.0,코미디,15세이상관람가,8.18,7.33
습도 다소 높음,(주)스튜디오디에이치엘,2021,9,51.0,6.0,코미디,15세이상관람가,7.88,7.0
자마,M&M 인터내셔널,2021,8,34.0,6.0,드라마,15세이상관람가,8.0,6.0
샤먼 로드,강 컨텐츠,2021,7,5.0,4.0,다큐멘터리,12세이상관람가,7.67,6.5
캐논볼,(주)이놀미디어,2021,8,12.0,3.0,드라마,12세이상관람가,,8.0
켈리 갱,오드,2021,8,9.0,3.0,범죄,15세이상관람가,6.96,5.0
생각의 여름,㈜인디스토리,2021,8,41.0,2.0,드라마,12세이상관람가,8.02,8.43
언노운 에이전트 더 미션,(주)알이디아이스엔터,2021,10,1.0,1.0,액션,15세이상관람가,7.63,7.25
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",(주)디스테이션,2023,3,410.0,,애니메이션,15세이상관람가,9.33,
아임 히어로 더 파이널,"씨제이포디플렉스 주식회사,CGV ICECON",2023,3,146.0,,공연,전체관람가,7.04,5.0
웅남이,씨제이 씨지브이(CJ CGV)(주),2023,3,829.0,,코미디,15세이상관람가,7.19,5.67
소울메이트,(주)넥스트엔터테인먼트월드(NEW),2023,3,749.0,,드라마,12세이상관람가,8.19,7.14
멍뭉이,(주)키다리스튜디오,2023,3,649.0,,드라마,전체관람가,7.88,7.0
서치 2,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,2,868.0,,미스터리,12세이상관람가,8.45,7.6
카운트,(주)씨제이이엔엠,2023,2,946.0,,드라마,12세이상관람가,9.71,
에브리씽 에브리웨어 올 앳 원스+,워터홀컴퍼니(주),2023,3,199.0,,액션,15세이상관람가,7.94,6.14
샤잠! 신들의 분노,워너브러더스 코리아(주),2023,3,799.0,,액션,12세이상관람가,8.15,6.56
파벨만스,(주)씨제이이엔엠,2023,3,450.0,,드라마,12세이상관람가,6.5,5.5
더 웨일,(주)스튜디오디에이치엘,2023,3,203.0,,드라마,15세이상관람가,5.82,4.5
마루이 비디오,"씨제이 씨지브이(CJ CGV)(주),(주)케이티알파",2023,2,284.0,,미스터리,15세이상관람가,8.56,6.0
치킨래빗: 잃어버린 보물을 찾아서,(주)스튜디오디에이치엘,2023,3,234.0,,애니메이션,전체관람가,,6.5
플레인,(주)누리픽쳐스,2023,3,358.0,,액션,15세이상관람가,6.89,7.0
두다다쿵: 후후섬의 비밀,(주)넥스트엔터테인먼트월드(NEW),2023,2,514.0,,애니메이션,전체관람가,6.6,
똑똑똑,유니버설픽쳐스인터내셔널 코리아(유),2023,3,472.0,,미스터리,15세이상관람가,7.2,5.0
바다 탐험대 옥토넛 육지수호 대작전 : 열대우림을 지켜라!,와이드 릴리즈(주),2023,2,284.0,,애니메이션,전체관람가,7.16,5.5
이니셰린의 밴시,월트디즈니컴퍼니코리아 유한책임회사,2023,3,135.0,,드라마,15세이상관람가,,
모나리자와 블러드 문,판씨네마(주),2023,3,369.0,,판타지,15세이상관람가,8.89,6.0
다음 소희,트윈플러스파트너스(주),2023,2,562.0,,드라마,15세이상관람가,7.36,7.0
어메이징 모리스,(주)블루라벨픽쳐스,2023,2,559.0,,애니메이션,전체관람가,6.51,6.0
TAR 타르,유니버설픽쳐스인터내셔널 코리아(유),2023,2,197.0,,드라마,15세이상관람가,7.9,5.0
오토라는 남자,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,3,371.0,,드라마,12세이상관람가,9.31,5.25
상견니,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)",2023,1,699.0,,드라마,15세이상관람가,9.0,7.33
애프터썬,"그린나래미디어(주),(주)영화사 안다미로",2023,2,64.0,,드라마,12세이상관람가,9.78,6.5
바빌론,롯데컬처웍스(주)롯데엔터테인먼트,2023,2,852.0,,드라마,청소년관람불가,5.38,5.0
꼬마돼지 베이브의 바다 대모험,(주)박수엔터테인먼트,2023,3,319.0,,애니메이션,전체관람가,6.82,
6번 칸,"(주)싸이더스,스튜디오 에이드",2023,3,41.0,,드라마,15세이상관람가,7.32,7.67
그대 어이가리,(주)영화사 순수,2023,3,82.0,,드라마,12세이상관람가,7.84,5.5
크리드 3,워너브러더스 코리아(주),2023,3,156.0,,액션,15세이상관람가,6.41,5.83
틸,유니버설픽쳐스인터내셔널 코리아(유),2023,3,122.0,,드라마,12세이상관람가,8.06,5.8
미녀와 야수: 마법에 걸린 왕자,"(주)인터파크,예지림엔터테인먼트,(주)띵크",2023,2,217.0,,애니메이션,전체관람가,8.19,7.25
샷건 웨딩,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023,3,126.0,,액션,15세이상관람가,7.64,6.0
원피스 필름 레드,(주)넥스트엔터테인먼트월드(NEW),2022,11,550.0,,애니메이션,12세이상관람가,6.53,5.0
어떤 영웅,(주)영화사 진진,2023,3,38.0,,드라마,12세이상관람가,7.05,5.0
콜 제인,"(주)누리픽쳐스,(주)영화특별시에스엠씨",2023,3,70.0,,드라마,12세이상관람가,8.9,6.0
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022,11,670.0,,드라마,12세이상관람가,7.7,
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","(주)바이포엠스튜디오,홀리가든",2022,11,258.0,,멜로/로맨스,12세이상관람가,8.67,
쏜애플 불구경 2022 라이브 콘서트 필름,씨제이 씨지브이(CJ CGV)(주),2023,3,10.0,,공연,전체관람가,8.36,7.0
리틀 엘렌: 외계인과 안테나 대소동,주식회사 블루필름웍스,2023,3,140.0,,애니메이션,전체관람가,7.8,6.33
여덟 번째 감각,"(주)플레이그램,(주)영화특별시에스엠씨",2023,3,80.0,,멜로/로맨스,15세이상관람가,9.25,6.0
엘 카미노,"씨제이 씨지브이(CJ CGV)(주),CGV ICECON",2023,3,34.0,,다큐멘터리,전체관람가,8.29,5.5
찬란한 나의 복수,영화배급협동조합 씨네소파,2023,3,59.0,,드라마,15세이상관람가,9.13,
장화신은 고양이: 끝내주는 모험,유니버설픽쳐스인터내셔널 코리아(유),2023,1,924.0,,애니메이션,전체관람가,9.33,
네가 떨어뜨린 푸른 하늘,"메가박스중앙(주),(주)이놀미디어,(주)바이포엠스튜디오",2023,2,449.0,,멜로/로맨스,12세이상관람가,10.0,
흐르다,M&M 인터내셔널,2023,3,43.0,,드라마,12세이상관람가,8.65,6.6
메간,유니버설픽쳐스인터내셔널 코리아(유),2023,1,704.0,,공포(호러),15세이상관람가,8.68,7.2
차별,(주)디오시네마,2023,3,24.0,,다큐멘터리,전체관람가,7.96,6.43
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022,10,620.0,,액션,15세이상관람가,7.65,5.5
팔로우드,(주)영화사오원,2023,3,51.0,,공포(호러),15세이상관람가,6.95,5.0
어쩌면 우린 헤어졌는지 모른다,(주)영화특별시에스엠씨,2023,2,333.0,,드라마,12세이상관람가,7.73,6.0
루비콘,(주)영화사 안다미로,2023,2,5.0,990.0,SF,12세이상관람가,6.52,4.5
"안녕, 소중한 사람",(주)티캐스트,2023,2,37.0,930.0,드라마,15세이상관람가,8.2,6.33
극장판 전생했더니 슬라임이었던 건에 대하여: 홍련의 인연편,(주)애니플러스,2023,2,123.0,827.0,애니메이션,15세이상관람가,7.47,7.0
포커페이스,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023,3,51.0,810.0,범죄,15세이상관람가,8.25,4.0
여섯 개의 밤,㈜인디스토리,2023,3,34.0,696.0,드라마,12세이상관람가,0.0,
컨버세이션,필름다빈,2023,2,21.0,634.0,기타,12세이상관람가,6.0,
프로메어,(주)영화사 그램,2022,10,63.0,602.0,애니메이션,15세이상관람가,6.35,
나의 연인에게,(주)까멜리아이엔티,2023,3,26.0,593.0,드라마,15세이상관람가,8.12,6.0
애니씽 고즈: 라이브 인 런던,(주)위즈온센,2023,3,17.0,585.0,뮤지컬,12세이상관람가,9.49,6.67
라스트 버스,주식회사 블루필름웍스,2023,2,27.0,524.0,드라마,12세이상관람가,6.98,7.9
극장판 주술회전 0,(주)대교 미디어콘텐츠사업본부,2022,2,836.0,499.0,애니메이션,15세이상관람가,6.48,3.67
성스러운 거미,판씨네마(주),2023,2,56.0,482.0,범죄,청소년관람불가,6.77,4.75
"블루 서멀, 같은 하늘을 보고 싶어",(주)박수엔터테인먼트,2023,3,62.0,325.0,애니메이션,전체관람가,7.99,6.67
로보카폴리 안전교실 교통편,(주)로이비쥬얼,2022,9,16.0,324.0,애니메이션,전체관람가,8.2,6.67
블라스트: 폭탄제거반,주식회사 풍경소리,2023,3,5.0,264.0,액션,12세이상관람가,7.96,4.5
페르시아어 수업,(주)영화사 진진,2022,12,40.0,260.0,드라마,15세이상관람가,6.87,5.0
단순한 열정,(주)영화사 진진,2023,2,31.0,254.0,드라마,청소년관람불가,9.03,8.0
스위치,롯데컬처웍스(주)롯데엔터테인먼트,2023,1,912.0,200.0,기타,12세이상관람가,7.08,4.5
엄마의 땅: 그리샤와 숲의 주인,(주)더쿱디스트리뷰션,2023,1,121.0,168.0,애니메이션,전체관람가,8.7,6.67
피터 본 칸트,(주)드림팩트엔터테인먼트,2023,2,29.0,167.0,멜로/로맨스,15세이상관람가,8.04,5.5
기예르모 델토로의 피노키오,씨제이 씨지브이(CJ CGV)(주),2022,11,57.0,154.0,애니메이션,전체관람가,7.91,3.0
이마 베프,(주)무비다이브,2023,2,45.0,136.0,코미디,15세이상관람가,7.83,5.67
양자경의 더 모든 날 모든 순간,워터홀컴퍼니(주),2022,11,63.0,102.0,액션,15세이상관람가,,7.5
트윈,(주)스튜디오디에이치엘,2023,2,168.0,96.0,공포(호러),15세이상관람가,8.0,
살수,"TCO(주)더콘텐츠온,와이드 릴리즈(주),(주)제이앤씨미디어그룹",2023,2,188.0,94.0,액션,15세이상관람가,9.6,
수프와 이데올로기,(주)엣나인필름,2022,10,45.0,89.0,다큐멘터리,12세이상관람가,8.15,5.0
민족,주식회사 씨엠닉스,2023,3,4.0,79.0,드라마,12세이상관람가,9.3,
여기도 사람 있어요,김충길 필름,2023,3,2.0,74.0,드라마,12세이상관람가,8.35,
메모리아,찬란,2022,12,42.0,72.0,드라마,12세이상관람가,6.57,5.0
궁지에 몰린 쥐는 치즈 꿈을 꾼다,홀리가든,2023,2,66.0,70.0,드라마,청소년관람불가,8.45,7.6
스톰 보이,주식회사 블루필름웍스,2023,2,44.0,69.0,가족,전체관람가,9.5,6.0
본즈 앤 올,워너브러더스 코리아(주),2022,11,356.0,68.0,공포(호러),청소년관람불가,7.43,4.0
이태석,"THE 픽쳐스,주식회사 블루필름웍스",2022,12,100.0,60.0,다큐멘터리,전체관람가,9.79,
나의 이웃 히틀러,주식회사 루믹스미디어,2023,3,5.0,52.0,코미디,12세이상관람가,,
카메라를 멈추면 안 돼! 프랑스에서도,"(주)까멜리아이엔티,주식회사 제이씨엔터웍스",2023,2,44.0,46.0,코미디,15세이상관람가,8.77,
무한궤도 (가면속의 거짓말),스마일픽쳐스,2023,3,1.0,44.0,범죄,15세이상관람가,6.54,5.67
나는 마을 방과후 교사입니다,(주)스튜디오그레인풀,2023,1,23.0,42.0,다큐멘터리,전체관람가,6.33,4.67
천룡팔부: 교봉전,(주)팝엔터테인먼트,2023,1,300.0,41.0,액션,15세이상관람가,7.8,6.0
머슴바울,"(주)드림팩트엔터테인먼트,기독교대한감리회",2022,11,23.0,29.0,사극,전체관람가,5.39,7.0
"열여덟, 어른이 되는 나이",필름다빈,2023,1,34.0,29.0,드라마,12세이상관람가,7.04,5.0
관계의 일변,주식회사 씨엠닉스,2023,2,4.0,26.0,드라마,15세이상관람가,,
극장판 카케구루이2: 절체절명의 러시안 룰렛,(주)미디어캐슬,2023,2,5.0,20.0,스릴러,15세이상관람가,7.54,
극장판 뽀로로와 친구들: 바이러스를 없애줘!,(주)넥스트엔터테인먼트월드(NEW),2022,12,380.0,18.0,애니메이션,전체관람가,7.79,8.5
우리 사랑이 향기로 남을 때,"주식회사 콘텐츠존,(주)다자인소프트",2023,2,173.0,18.0,멜로/로맨스,15세이상관람가,8.5,
사랑할 땐 누구나 최악이 된다,"그린나래미디어(주),(주)하이스트레인저",2022,8,68.0,17.0,멜로/로맨스,15세이상관람가,8.54,6.25
시몬,(주)콘텐트마인,2023,2,5.0,15.0,멜로/로맨스,청소년관람불가,9.25,7.67
탑,"(주)영화제작전원사 ,(주)콘텐츠판다",2022,11,57.0,15.0,드라마,15세이상관람가,7.49,7.0
가가린,(주)엣나인필름,2022,12,41.0,14.0,SF,12세이상관람가,6.9,6.5
겨울 이야기,"와이드 릴리즈(주),시네마 뉴원",2023,1,22.0,10.0,드라마,전체관람가,7.95,6.8
시간을 꿈꾸는 소녀,"(주)하이하버픽쳐스,(주)영화사 진진",2023,1,77.0,9.0,다큐멘터리,12세이상관람가,8.09,6.0
같은 속옷을 입는 두 여자,찬란,2022,11,53.0,8.0,드라마,15세이상관람가,6.31,4.33
더 벙커,(주)엔케이컨텐츠,2023,3,1.0,8.0,액션,15세이상관람가,8.44,6.0
서유기:저팔계의 반란,초코필름,2023,3,1.0,8.0,판타지,15세이상관람가,8.56,6.0
이스케이프: 더블 타겟,주식회사 루믹스미디어,2023,3,1.0,8.0,액션,12세이상관람가,6.63,5.0
희수,영화사 정원,2022,12,5.0,8.0,드라마,12세이상관람가,9.25,7.4
라인,M&M 인터내셔널,2023,1,47.0,6.0,드라마,15세이상관람가,,8.0
베리얼: 라스트 미션,(주)누리픽쳐스,2023,3,1.0,1.0,전쟁,15세이상관람가,7.41,7.0
킬링 로맨스,롯데컬처웍스(주)롯데엔터테인먼트,2023,4,998.0,,코미디,15세이상관람가,9.75,
옥수역귀신,(주)스마일이엔티,2023,4,314.0,,공포(호러),15세이상관람가,10.0,5.5
에어,워너브러더스 코리아(주),2023,4,656.0,,드라마,15세이상관람가,8.2,
웅남이,씨제이 씨지브이(CJ CGV)(주),2023,3,829.0,,코미디,15세이상관람가,9.33,
렌필드,유니버설픽쳐스인터내셔널 코리아(유),2023,4,577.0,,코미디,청소년관람불가,5.8,5.33
거울 속 외딴 성,워터홀컴퍼니(주),2023,4,335.0,,애니메이션,12세이상관람가,7.47,6.0
소울메이트,(주)넥스트엔터테인먼트월드(NEW),2023,3,749.0,,드라마,12세이상관람가,5.33,
